,Freq,Amplitude
0,0.0,2404.104
1,0.010869565217391304,1090.6226758519942
2,0.021739130434782608,817.2013423297374
3,0.03260869565217391,1130.5819750706703
4,0.043478260869565216,429.7033573707063
5,0.05434782608695652,222.03759392728298
6,0.06521739130434782,243.7968221500281
7,0.07608695652173914,257.09883593533647
8,0.08695652173913043,257.8951293626701
9,0.09782608695652173,482.8087704420475
10,0.10869565217391304,653.6997428116211
11,0.11956521739130435,482.0669855616194
12,0.13043478260869565,208.74058196283949
13,0.14130434782608695,431.24329119903985
14,0.15217391304347827,192.29016197351046
15,0.16304347826086957,211.11452934230687
16,0.17391304347826086,71.19610354508643
17,0.18478260869565216,286.7471825519823
18,0.19565217391304346,438.51531397692986
19,0.20652173913043478,272.5071600001074
20,0.21739130434782608,607.7292809258589
21,0.22826086956521738,190.1850948633229
22,0.2391304347826087,337.5509003819533
23,0.25,342.2707293853798
24,0.2608695652173913,105.87919046034747
25,0.2717391304347826,248.5931673853438
26,0.2826086956521739,197.0270771969951
27,0.2934782608695652,210.0216925285356
28,0.30434782608695654,262.69184684596576
29,0.31521739130434784,462.6669994676863
30,0.32608695652173914,482.99883981367435
31,0.33695652173913043,274.399193582359
32,0.34782608695652173,130.74727625788498
33,0.358695652173913,115.06662117716101
34,0.3695652173913043,130.38655044553752
35,0.3804347826086956,168.7795770953359
36,0.3913043478260869,118.66155856429205
37,0.40217391304347827,165.78699905430707
38,0.41304347826086957,322.6502227467219
39,0.42391304347826086,134.4626094803119
40,0.43478260869565216,254.2975722906587
41,0.44565217391304346,447.52328333260994
42,0.45652173913043476,120.99732762151993
43,0.46739130434782605,247.78800829039648
44,0.4782608695652174,351.5803965979005
45,0.4891304347826087,300.5616298576087
46,-0.5,22.777999999999793
47,-0.4891304347826087,300.5616298576087
48,-0.4782608695652174,351.5803965979005
49,-0.46739130434782605,247.78800829039648
50,-0.45652173913043476,120.99732762151993
51,-0.44565217391304346,447.52328333260994
52,-0.43478260869565216,254.2975722906587
53,-0.42391304347826086,134.4626094803119
54,-0.41304347826086957,322.6502227467219
55,-0.40217391304347827,165.78699905430707
56,-0.3913043478260869,118.66155856429205
57,-0.3804347826086956,168.7795770953359
58,-0.3695652173913043,130.38655044553752
59,-0.358695652173913,115.06662117716101
60,-0.34782608695652173,130.74727625788498
61,-0.33695652173913043,274.399193582359
62,-0.32608695652173914,482.99883981367435
63,-0.31521739130434784,462.6669994676863
64,-0.30434782608695654,262.69184684596576
65,-0.2934782608695652,210.0216925285356
66,-0.2826086956521739,197.0270771969951
67,-0.2717391304347826,248.5931673853438
68,-0.2608695652173913,105.87919046034747
69,-0.25,342.2707293853798
70,-0.2391304347826087,337.5509003819533
71,-0.22826086956521738,190.1850948633229
72,-0.21739130434782608,607.7292809258589
73,-0.20652173913043478,272.5071600001074
74,-0.19565217391304346,438.51531397692986
75,-0.18478260869565216,286.7471825519823
76,-0.17391304347826086,71.19610354508643
77,-0.16304347826086957,211.11452934230687
78,-0.15217391304347827,192.29016197351046
79,-0.14130434782608695,431.24329119903985
80,-0.13043478260869565,208.74058196283949
81,-0.11956521739130435,482.0669855616194
82,-0.10869565217391304,653.6997428116211
83,-0.09782608695652173,482.8087704420475
84,-0.08695652173913043,257.8951293626701
85,-0.07608695652173914,257.09883593533647
86,-0.06521739130434782,243.7968221500281
87,-0.05434782608695652,222.03759392728298
88,-0.043478260869565216,429.7033573707063
89,-0.03260869565217391,1130.5819750706703
90,-0.021739130434782608,817.2013423297374
91,-0.010869565217391304,1090.6226758519942
